11032	Customer#000011032	758317.3595	8496.93	UNITED KINGDOM           	WIKHC7K3Cn7156iNOyfVG3cZ7YqkgsR,Ly	33-102-772-3533	posits-- furiously ironic accounts are again
11638	Customer#000011638	537902.4334	4511.88	IRAQ                     	3MuencSwMrHyUHCZu3W,lDSfI2UXpydX	21-796-198-6264	 are furiously across the slyly idle courts. ironic accounts integrate. evenly final excuses cajole about the re
12226	Customer#000012226	562362.2767	1850.48	INDONESIA                	0TLtScO,dEAAqIq3b1xcdnVVN6XyPcFyh3WtU	19-265-644-3796	ruthless packages. regular packages doubt slyly quickly final packages. bold frets kindle. carefully bol
13954	Customer#000013954	633543.6953	4849.97	RUSSIA                   	kIDAhGXfANox3,jlbLQjdtIZ83gejcM	32-914-782-3080	ilent instructions cajole blithely slyly regular asymptotes. slyly pending ideas ac
1678	Customer#000001678	641420.5476	3396.57	EGYPT                    	xq R0 eIkV019MjY8yRdj r,Gfd	14-624-973-2343	sits. fluffily even instructions are again
1867	Customer#000001867	521501.4356	6470.11	ARGENTINA                	72gC1ZTlzFNQy9CvFosWzE	11-951-119-6203	final instructions are according to the carefully final accounts. caref
2491	Customer#000002491	542712.1977	9386.50	GERMANY                  	XP0voc aiTvW kFrt0J1HtHV	17-111-683-1091	slowly. furiously unusual excuses are above the slyly ironic deposits. slyly unusual instruction
2614	Customer#000002614	527643.4369	663.38	ROMANIA                  	QUx,ui6mwYzo9bUl1dduuHmmtdORxpI8YY9hKP	29-740-430-9216	telets sleep carefully special asymptotes. slyly bol
3130	Customer#000003130	618021.6959	5441.74	JORDAN                   	gOdJ4RM9F4SuXIp,JaBLv,QcSRjNRd2zSlJ0ZfJ	23-143-859-9498	es. blithely even tithes sleep slyly along the blith
3326	Customer#000003326	552779.3212	1950.12	JORDAN                   	33uK179LWoPU v	23-347-466-7021	 among the daring requests. foxes are regular foxes. ironic requests sleep
343	Customer#000000343	576082.1570	5521.36	CANADA                   	ejvvSNHIkJVm8I1zpQINNn5yyJbA	13-877-910-5134	 unusual requests cajole blithely about the carefully express ideas. blithely even excuses above the pint
5011	Customer#000005011	613060.9854	2216.34	VIETNAM                  	IXPCpHZK1FKCRuMS9Xptz3047xCxFGpxfyH	31-819-205-1473	old packages cajole fluffily after the ironic instr
5362	Customer#000005362	535636.8830	8183.17	JAPAN                    	OohgqmD36C1OkzCamuFIbO97IYBsuM	22-822-504-1677	across the accounts. deposits use about the ironic requests. reg
547	Customer#000000547	543614.7362	6058.08	RUSSIA                   	4h SK3dVkE1tQ0NCh	32-696-724-2981	y express deposits. slyly ironic deposits nod slyly slyly ironic instructions. carefully quick idea
5677	Customer#000005677	611924.4864	9260.91	VIETNAM                  	03f7XKEq0gTf2nt4PlfcgspEgCc8oCYv g	31-915-164-1123	cording to the furiously even i
6406	Customer#000006406	599739.4602	3830.68	VIETNAM                  	lL3dzJv7lVqtqz,DiuUHcvH1EcpM9X8jba	31-342-422-4630	es would haggle after the final pinto beans. slyly ironic deposits sleep quickly. asymptotes h
6739	Customer#000006739	514266.6654	2838.35	ETHIOPIA                 	3lsA2Q8pNR	15-493-613-7300	uests nag furiously according to the quickly even dinos. ironic, bold requests
7693	Customer#000007693	554790.8822	2217.58	JAPAN                    	 P,mw2p3iS27wTAEDlToKmyUNuNYHzWBdmQ7	22-899-223-2770	e at the packages. ironic, special Tiresias sublate regular excuses. 
7714	Customer#000007714	557400.3053	9799.98	IRAN                     	SnnIGB,SkmnWpX3	20-922-418-6024	arhorses according to the blithely express re
8242	Customer#000008242	685516.7828	6322.09	ETHIOPIA                 	P2n4nJhy,UqSo2s43YfSvYJDZ6lk	15-792-676-1184	slyly regular packages haggle carefully ironic ideas. courts are furiously. furiously unusual theodolites cajole. i
